,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,real sallary,predicted sallary
13106,0.75,0.76,3,269,2,1,0,0,technical,medium,low
823,0.44,0.53,2,154,3,0,1,0,IT,low,low
10118,0.13,0.72,4,154,4,0,0,0,technical,medium,medium
11805,0.44,0.65,3,175,2,0,0,0,IT,low,low
11170,0.93,0.98,3,241,3,0,0,0,IT,medium,low
1707,0.43,0.51,2,131,3,0,1,0,sales,medium,low
1563,0.43,0.52,2,146,3,0,1,0,technical,low,low
706,0.79,0.93,4,226,5,0,1,0,sales,low,low
5166,0.79,0.9,3,152,4,0,0,0,support,medium,low
1287,0.09,0.83,7,258,4,0,1,0,product_mng,low,low
2444,0.91,0.56,4,158,3,0,0,0,technical,medium,low
396,0.46,0.57,2,139,3,0,1,0,sales,low,low
6465,0.65,0.7,4,182,2,0,0,0,support,low,low
5023,0.98,0.93,5,145,4,0,0,0,IT,low,medium
1652,0.87,0.97,5,250,6,0,1,0,support,low,low
8290,0.49,0.85,4,200,3,0,0,0,support,medium,low
3019,0.62,0.79,4,216,2,1,0,0,technical,low,low
8543,0.74,0.74,5,262,2,0,0,0,product_mng,medium,low
6722,0.63,0.88,5,260,3,0,0,0,marketing,medium,medium
9623,0.57,0.64,4,151,2,0,0,0,management,medium,high
808,0.71,1.0,4,300,5,0,1,0,support,medium,low
13909,0.62,0.73,3,245,4,0,0,0,IT,low,medium
10150,0.61,0.67,3,266,3,0,0,0,RandD,medium,medium
9771,0.63,0.52,5,226,4,0,0,0,marketing,medium,medium
5087,0.54,0.93,5,189,2,0,0,0,support,medium,low
9776,0.56,0.57,2,112,4,0,0,0,management,medium,high
6811,0.32,0.45,2,188,3,0,0,0,sales,low,low
12811,0.63,0.94,4,219,3,0,0,0,product_mng,low,low
4814,0.94,0.85,4,236,2,0,0,0,marketing,medium,low
11360,0.62,0.75,5,165,4,0,0,0,sales,medium,low
7165,0.91,0.56,4,241,2,0,0,0,IT,low,low
3943,0.74,0.37,2,171,4,0,0,0,support,low,low
8077,0.67,0.86,3,175,3,0,0,0,IT,low,low
10709,0.49,0.66,5,194,3,0,0,0,sales,medium,low
10766,0.72,0.5,4,164,2,1,0,0,management,low,high
10304,0.66,0.84,4,253,4,0,0,0,marketing,low,medium
14247,0.38,0.46,2,137,3,0,1,0,technical,low,low
7339,0.51,0.59,4,187,3,0,0,0,sales,low,low
12132,0.9,1.0,5,221,5,0,1,0,support,low,low
8162,0.59,0.59,3,141,3,0,0,0,RandD,low,medium
8086,0.78,0.66,6,105,5,1,0,0,RandD,low,medium
13156,0.24,0.42,5,210,5,0,0,0,accounting,low,medium
10233,0.72,0.67,5,210,2,0,0,0,management,medium,high
14380,0.45,0.57,2,158,3,0,1,0,sales,low,low
12347,0.11,0.8,6,282,4,0,1,0,technical,medium,low
3908,0.7,0.55,4,159,3,0,0,0,sales,low,low
14868,0.43,0.55,2,130,3,0,1,0,support,high,low
9803,0.51,0.58,3,141,3,0,0,0,hr,low,medium
588,0.87,0.9,5,258,5,0,1,0,support,low,low
9142,0.48,0.94,3,173,2,0,0,0,management,low,high
11804,0.64,0.88,3,252,2,0,0,0,sales,low,low
4031,0.58,0.73,4,205,4,0,0,0,IT,low,medium
9343,0.99,0.92,5,213,2,0,0,0,hr,high,medium
11440,0.69,0.48,5,232,4,0,0,0,sales,medium,medium
11472,0.73,0.54,4,167,3,0,0,0,IT,medium,low
805,0.36,0.62,4,237,2,0,1,0,technical,medium,low
6698,0.42,0.91,2,176,3,0,0,0,technical,low,low
10333,0.66,0.67,5,148,3,0,0,0,accounting,medium,medium
6506,0.94,0.99,3,207,2,0,0,0,sales,medium,low
8307,0.7,0.43,6,253,3,0,0,0,IT,high,medium
8475,0.7,0.72,2,189,3,0,0,0,sales,low,low
7688,0.51,0.9,5,193,4,0,0,0,support,medium,low
14170,0.85,0.64,5,256,7,0,0,0,product_mng,low,medium
3253,0.95,0.78,4,225,2,0,0,0,support,medium,low
14106,0.6,0.42,2,109,6,0,0,0,sales,low,medium
13934,0.54,0.78,3,156,7,0,0,0,sales,medium,medium
6775,0.9,0.64,5,226,2,0,0,0,technical,low,low
3873,0.22,0.64,3,193,2,0,0,0,technical,low,low
1341,0.9,0.94,5,247,5,0,1,0,technical,low,low
8149,0.95,0.89,5,132,4,0,0,0,technical,medium,low
7422,0.89,0.53,4,208,3,0,0,0,sales,high,low
8722,0.57,0.62,3,198,4,0,0,0,sales,medium,medium
14402,0.92,0.87,4,226,6,1,1,0,technical,medium,low
5227,0.64,0.65,3,181,2,0,0,0,technical,high,low
4396,0.97,0.82,3,135,2,0,0,0,technical,low,low
4547,0.79,0.65,5,228,3,0,0,1,technical,medium,medium
8485,0.7,0.69,5,154,2,0,0,0,sales,low,low
11257,0.76,0.57,5,255,4,0,0,0,management,medium,high
7592,0.71,0.65,4,239,3,0,0,0,technical,low,low
12385,0.75,0.9,5,256,5,0,1,0,support,low,low
3547,0.43,0.85,6,168,2,0,0,0,technical,low,low
6583,0.79,0.94,3,204,2,1,0,0,sales,low,low
764,0.83,0.99,4,223,5,0,1,0,accounting,medium,low
5393,0.91,0.97,4,139,3,0,0,0,support,medium,low
9807,0.5,0.8,6,201,5,0,0,0,technical,medium,medium
7808,0.87,0.88,3,179,2,0,0,0,sales,medium,low
6359,0.69,0.69,4,195,2,0,0,0,sales,medium,low
14673,0.8,0.53,3,255,5,0,1,0,technical,high,low
11202,0.17,0.57,4,116,3,0,0,0,sales,medium,low
1719,0.77,0.96,5,249,6,0,1,0,technical,low,low
12934,0.6,0.8,4,253,2,0,0,0,technical,low,low
6581,0.99,0.54,4,236,4,0,0,0,sales,low,medium
10182,0.91,0.7,6,201,2,1,0,0,accounting,low,low
11565,0.96,0.97,6,137,10,0,0,0,sales,low,medium
3632,0.35,0.66,2,140,2,0,0,0,support,medium,low
8173,0.79,0.99,4,183,2,0,0,0,marketing,low,low
9629,0.22,0.53,5,160,4,1,0,0,sales,medium,low
4912,0.66,0.63,5,264,5,0,0,0,accounting,low,medium
6552,0.88,0.55,5,182,3,0,0,0,product_mng,medium,low
1806,0.45,0.57,2,143,3,0,1,0,support,low,low
4708,0.81,0.97,3,247,3,0,0,0,support,medium,low
14672,0.43,0.5,2,137,3,0,1,0,support,medium,low
5007,0.84,0.94,4,246,2,1,0,0,support,medium,low
7797,0.61,0.89,2,287,4,0,0,0,sales,medium,medium
2039,0.52,0.88,3,179,2,1,0,0,support,low,low
13827,0.62,0.4,3,158,8,1,0,0,marketing,low,medium
2325,0.58,0.55,5,206,3,0,0,0,technical,medium,low
3648,0.75,0.83,4,229,2,0,0,0,IT,medium,low
11604,0.5,0.49,4,222,3,0,0,0,management,high,high
14494,0.1,0.93,6,289,4,1,1,0,support,low,low
8683,0.23,0.96,4,213,4,0,0,0,technical,medium,medium
1349,0.87,0.85,5,221,6,0,1,0,support,medium,low
5239,0.93,0.97,5,255,4,0,0,0,support,medium,low
14618,0.09,0.94,6,257,4,0,1,0,sales,low,low
707,0.79,0.91,5,271,5,0,1,0,sales,low,low
9741,0.18,0.52,3,213,4,0,0,0,support,high,low
1385,0.4,0.46,2,146,3,0,1,0,sales,low,low
13439,0.71,0.64,3,267,3,0,0,0,technical,low,low
1896,0.39,0.49,2,127,3,0,1,0,IT,medium,low
13955,0.48,0.89,4,145,3,0,0,0,sales,low,low
227,0.44,0.54,2,149,3,0,1,0,hr,low,low
441,0.36,0.78,2,151,4,0,1,0,technical,low,low
11063,0.8,0.86,3,203,3,0,0,0,support,medium,low
8437,0.6,0.4,3,146,4,1,0,0,technical,low,medium
9090,0.98,0.53,5,186,3,0,0,0,marketing,low,medium
7004,0.85,0.87,6,232,6,0,0,0,technical,low,medium
2101,1.0,0.74,3,220,4,0,0,0,technical,low,medium
330,0.38,0.57,2,140,3,0,1,0,sales,low,low
5505,0.65,0.94,4,174,3,0,0,0,sales,medium,low
12152,0.37,0.52,2,143,3,0,1,0,marketing,low,low
12111,0.09,0.85,6,289,4,0,1,0,hr,high,low
11358,0.73,0.77,3,233,3,0,0,0,sales,medium,low
9403,0.61,0.55,3,245,3,0,0,0,sales,medium,low
4363,0.85,0.72,3,201,3,0,0,0,sales,low,low
12804,0.61,0.67,4,151,3,0,0,0,IT,high,low
13872,0.44,0.66,6,134,8,0,0,0,RandD,high,medium
9078,0.97,0.55,4,181,5,1,0,0,RandD,medium,medium
6499,0.85,0.73,4,260,4,0,0,0,sales,low,medium
4347,0.14,0.51,4,253,6,0,0,0,RandD,medium,medium
5396,0.87,0.82,4,248,2,0,0,0,support,medium,low
967,0.85,0.92,4,275,5,0,1,0,support,medium,low
7559,0.52,0.7,3,257,3,0,0,0,support,low,low
5802,0.89,0.93,4,141,2,0,0,0,marketing,low,low
225,0.9,0.97,4,258,5,0,1,0,accounting,low,low
2322,0.77,0.93,4,171,2,0,0,0,hr,medium,medium
3892,0.85,0.82,3,153,3,1,0,0,sales,low,low
10969,0.69,0.98,4,180,3,0,0,0,support,medium,low
5208,0.8,0.55,4,269,3,0,0,0,sales,high,low
3523,0.81,0.84,4,198,2,0,0,0,sales,low,low
9436,0.69,0.56,5,271,3,0,0,0,support,low,low
13285,0.9,0.93,3,209,3,0,0,0,product_mng,medium,low
6633,0.55,0.6,5,271,3,1,0,0,RandD,medium,medium
870,0.39,0.56,2,126,3,0,1,0,hr,low,low
9551,0.86,0.91,4,234,3,1,0,0,sales,medium,low
12744,0.39,0.52,2,134,3,0,1,0,technical,low,low
14558,0.11,0.8,6,282,4,0,1,0,technical,medium,low
6923,0.67,0.73,4,251,3,0,0,0,support,high,low
3549,0.86,0.51,4,152,3,0,0,0,technical,low,low
1138,0.09,0.92,6,303,5,0,1,0,sales,low,low
5080,0.65,0.59,5,271,3,0,0,0,technical,medium,low
8645,0.79,0.75,4,259,3,0,0,0,sales,medium,low
12424,0.45,0.46,2,130,3,0,1,0,technical,low,low
2036,0.19,0.53,6,191,4,0,0,0,support,low,low
11947,0.85,0.9,3,245,3,0,0,0,marketing,medium,medium
8606,0.91,0.5,3,276,4,0,0,0,support,low,medium
1951,0.9,0.7,5,206,4,0,1,0,technical,low,low
14449,0.43,0.53,2,146,3,0,1,0,marketing,low,low
4549,0.9,0.78,5,215,3,0,0,1,technical,low,medium
10033,0.6,0.98,5,213,3,0,0,0,hr,low,medium
2759,0.89,0.69,3,173,3,0,0,0,sales,medium,low
3831,0.94,0.71,4,151,2,1,0,0,sales,low,low
5531,0.53,0.76,5,143,4,0,0,1,technical,low,medium
4334,0.72,0.72,4,175,4,0,0,0,technical,low,medium
6620,0.17,0.93,6,192,4,0,0,0,technical,low,medium
946,0.37,0.46,2,131,3,0,1,0,hr,low,low
1398,0.39,0.55,2,156,3,0,1,0,sales,high,low
11302,0.66,0.49,4,157,3,0,0,0,sales,low,low
11578,0.76,0.56,5,222,10,0,0,0,management,high,high
4925,0.87,0.54,4,211,3,0,0,0,technical,medium,low
14636,0.42,0.51,2,136,3,0,1,0,technical,medium,low
1721,0.26,0.46,2,242,3,0,1,0,technical,low,low
13579,0.56,0.67,3,270,2,0,0,0,sales,medium,low
9212,0.15,0.59,5,209,4,1,0,0,support,medium,low
1347,0.1,0.96,6,292,4,0,1,0,support,medium,low
4349,0.52,0.74,3,238,3,0,0,0,RandD,medium,medium
12324,0.37,0.45,2,131,3,0,1,0,sales,low,low
2817,0.99,1.0,4,223,2,1,0,0,product_mng,low,low
3124,0.48,0.37,3,181,2,0,0,0,IT,low,low
10241,0.98,0.58,5,186,3,0,0,0,sales,medium,low
631,0.34,0.67,4,141,2,0,1,0,sales,low,low
6629,0.32,0.55,4,283,4,0,0,0,product_mng,low,medium
4924,0.83,0.95,3,255,3,0,0,0,technical,medium,low
7033,0.68,0.61,3,134,4,0,0,0,sales,medium,low
2588,0.52,0.84,2,226,3,0,0,0,RandD,low,medium
11827,0.53,0.68,4,173,3,0,0,0,sales,medium,low
6223,0.71,0.68,4,242,4,0,0,0,technical,low,medium
4609,0.98,0.79,4,138,3,0,0,0,accounting,low,medium
1547,0.09,0.83,6,250,4,0,1,0,sales,medium,low
13382,0.65,0.91,4,243,5,1,0,0,IT,medium,medium
704,0.74,0.54,5,216,3,0,1,0,sales,low,low
6846,0.8,0.82,3,178,3,0,0,0,support,low,low
5273,0.13,0.63,6,219,6,0,0,0,marketing,low,medium
5624,0.62,0.75,3,180,3,0,0,0,support,medium,low
7068,0.32,0.66,5,116,5,1,0,0,technical,high,medium
12869,0.63,0.78,4,275,3,0,0,0,support,low,low
9596,0.79,0.55,5,242,2,0,0,0,support,low,low
6391,0.59,0.59,4,270,2,0,0,0,technical,low,low
12114,0.84,1.0,5,234,5,0,1,0,technical,medium,low
8947,0.42,0.73,3,115,6,0,0,0,sales,high,medium
11718,0.63,0.85,4,182,3,1,0,0,sales,high,low
6345,0.69,0.56,2,214,2,0,0,0,sales,low,low
3415,0.63,0.61,3,234,3,1,0,0,technical,medium,low
14804,0.37,0.54,2,132,3,0,1,0,technical,low,low
9327,0.95,0.77,4,213,3,1,0,0,sales,low,low
8780,0.83,0.78,5,240,3,0,0,0,accounting,high,medium
7442,0.91,0.43,4,117,5,1,0,0,technical,medium,medium
10373,0.84,0.53,2,275,3,0,0,0,product_mng,low,low
11432,0.91,0.82,4,238,2,0,0,0,management,low,medium
6105,0.67,0.84,4,197,2,0,0,0,RandD,low,low
7767,0.68,0.65,4,134,3,0,0,0,technical,medium,low
5583,0.58,0.5,3,144,3,0,0,0,sales,medium,low
3704,0.6,0.73,3,191,5,1,0,0,technical,low,medium
7771,0.12,0.39,5,161,4,0,0,0,IT,low,medium
3503,0.57,0.77,4,245,3,0,0,0,product_mng,medium,low
5124,0.23,0.48,5,221,6,0,0,0,sales,medium,medium
14401,0.09,0.8,7,283,5,0,1,0,technical,low,low
2450,0.72,0.58,5,147,3,1,0,0,sales,medium,low
948,0.61,0.86,4,196,4,0,1,0,hr,low,low
1328,0.1,0.96,7,301,4,0,1,0,hr,low,low
10367,0.51,0.56,4,157,3,0,0,0,IT,medium,low
14474,0.11,0.78,6,260,4,0,1,0,hr,medium,low
14682,0.44,0.53,2,149,3,0,1,0,sales,low,low
9317,0.79,0.98,4,185,2,0,0,0,marketing,medium,low
6933,0.87,0.97,4,160,3,0,0,0,IT,low,low
10457,0.52,0.98,4,165,2,0,0,0,sales,low,low
6479,0.74,0.75,4,111,4,1,0,0,product_mng,medium,low
14207,0.74,0.95,5,266,10,0,0,1,management,high,high
8840,0.74,0.9,4,189,2,0,0,0,IT,medium,low
3010,0.62,0.89,3,153,3,1,0,0,hr,low,medium
9500,0.91,0.94,4,264,4,0,0,0,technical,low,medium
9384,0.88,0.66,3,178,3,0,0,0,RandD,high,medium
43,0.1,0.8,7,281,4,0,1,0,technical,low,low
14539,0.1,0.85,6,266,4,0,1,0,sales,low,low
13250,0.31,0.87,6,240,3,1,0,0,hr,low,medium
4045,0.91,0.72,3,213,3,0,0,0,marketing,low,medium
2583,0.58,0.83,4,163,3,1,0,0,product_mng,low,low
4786,0.73,0.93,4,162,2,1,0,0,support,medium,low
10341,0.69,0.82,4,272,2,0,0,0,technical,low,low
8206,0.92,0.55,4,183,3,0,0,0,technical,low,low
7385,0.64,0.72,3,185,2,1,0,0,technical,high,low
1019,0.86,0.95,4,241,5,0,1,0,accounting,low,low
6651,0.77,0.78,3,165,2,0,0,0,sales,low,low
906,0.1,0.78,7,286,4,0,1,0,product_mng,low,low
12348,0.11,0.84,7,264,4,0,1,0,technical,medium,low
11055,0.45,0.48,3,145,2,0,0,0,support,medium,low
8821,0.93,0.53,3,257,2,1,0,0,technical,low,low
4351,0.83,0.8,4,158,4,0,0,0,marketing,medium,medium
283,0.1,0.93,6,289,4,1,1,0,support,low,low
14312,0.36,0.52,2,147,3,0,1,0,sales,medium,low
11788,0.82,0.56,2,227,5,1,0,0,management,high,high
13875,0.89,0.59,3,265,8,0,0,0,RandD,low,medium
2962,0.99,0.84,5,138,2,0,0,0,IT,medium,low
10994,0.61,0.86,3,239,3,0,0,0,IT,low,low
773,0.42,0.54,2,159,3,0,1,0,sales,medium,low
8932,0.74,0.88,5,183,3,1,0,0,accounting,medium,low
1114,0.11,0.86,6,279,4,0,1,0,support,medium,low
1576,0.6,0.85,3,250,2,0,1,0,support,low,low
9051,0.27,0.6,6,205,5,1,0,0,technical,low,medium
3580,0.61,0.63,3,250,4,0,0,0,IT,low,medium
4192,0.37,0.48,2,285,5,0,0,0,IT,medium,medium
12528,0.09,0.8,6,301,5,0,1,0,IT,medium,low
14167,0.85,0.87,4,152,7,0,0,0,sales,low,medium
4340,0.2,0.57,4,269,5,1,0,0,IT,low,medium
13375,0.91,0.68,4,132,4,0,0,0,IT,medium,medium
11941,0.58,1.0,4,220,10,0,0,0,marketing,medium,medium
397,0.09,0.79,6,293,5,0,1,0,sales,low,low
13112,0.66,0.91,4,234,2,1,0,0,IT,medium,low
6835,0.8,0.62,3,171,3,0,0,0,technical,low,low
11998,0.33,0.65,3,172,10,0,0,1,marketing,high,medium
10648,0.99,0.81,3,183,2,0,0,0,technical,low,low
1856,0.11,0.92,6,281,4,0,1,0,sales,medium,low
5295,0.73,0.66,3,244,3,0,0,0,accounting,low,medium
8322,0.55,0.75,4,166,2,0,0,0,sales,low,low
13802,0.54,0.64,3,190,7,0,0,0,sales,medium,medium
13500,0.98,0.55,3,166,6,1,0,0,sales,medium,medium
14042,0.81,0.81,4,212,2,1,0,0,sales,medium,low
10096,0.29,0.4,4,138,4,0,0,0,sales,low,medium
8453,0.18,0.76,5,173,4,0,0,0,support,medium,low
14622,0.84,0.99,4,262,6,0,1,0,accounting,medium,low
2390,0.54,0.69,3,141,4,0,0,0,sales,low,low
3874,0.67,0.57,2,234,4,0,0,0,management,low,high
7603,0.58,0.95,4,173,3,0,0,0,support,medium,low
4810,0.78,0.87,4,264,3,0,0,0,accounting,medium,medium
12460,0.43,0.49,2,135,3,0,1,0,accounting,medium,low
2084,0.63,0.59,5,224,3,0,0,0,sales,low,low
498,0.44,0.48,2,143,3,0,1,0,technical,medium,low
7466,0.57,0.42,2,248,4,0,0,0,IT,medium,medium
1534,0.1,0.94,6,297,5,0,1,0,marketing,low,low
8654,0.12,0.42,3,110,2,0,0,0,accounting,medium,low
14077,0.67,0.97,4,196,3,0,0,0,support,medium,low
3060,0.9,0.53,3,215,3,0,0,0,marketing,low,medium
14659,0.36,0.48,2,159,3,0,1,0,product_mng,low,low
13186,0.93,0.61,5,158,3,0,0,0,management,medium,medium
3144,0.5,0.75,5,255,3,0,0,0,sales,medium,low
8032,0.58,0.71,3,230,3,1,0,0,sales,medium,low
3481,0.66,0.6,3,179,4,0,0,0,support,low,low
11526,0.47,0.76,6,174,10,0,0,0,IT,medium,medium
9365,0.85,0.59,2,264,2,0,0,0,support,low,low
7757,0.45,0.48,5,287,5,0,0,0,support,medium,medium
1799,0.38,0.5,2,145,3,0,1,0,technical,low,low
8849,0.97,0.48,4,221,3,0,0,0,RandD,medium,medium
7471,0.42,0.77,3,270,3,0,0,0,product_mng,low,low
1342,0.36,0.55,2,131,3,0,1,0,technical,low,low
5175,0.62,0.92,5,149,3,0,0,0,IT,low,low
9955,0.55,0.81,5,229,3,0,0,0,hr,low,medium
13481,0.16,0.93,5,210,7,0,0,1,management,medium,high
12884,0.63,0.72,6,163,4,0,0,0,IT,high,medium
1067,0.45,0.57,2,136,3,0,1,0,sales,low,low
5677,0.2,0.56,5,181,6,0,0,0,accounting,medium,medium
12393,0.11,0.93,6,282,4,0,1,0,sales,low,low
4617,0.79,0.87,5,240,2,1,0,0,technical,medium,low
6317,0.42,0.91,3,209,2,0,0,0,technical,low,low
11192,0.91,0.6,4,235,4,1,0,0,marketing,low,medium
5501,0.5,0.74,4,246,3,0,0,0,management,medium,high
6906,0.69,0.91,3,167,2,0,0,0,technical,medium,low
5037,0.96,0.68,4,137,2,0,0,1,sales,medium,medium
2470,0.62,0.72,5,180,3,0,0,0,accounting,low,medium
7804,0.65,0.75,3,194,4,1,0,0,sales,low,low
5184,0.59,0.51,3,243,2,0,0,0,RandD,low,medium
9355,0.7,0.66,4,168,3,0,0,0,technical,low,low
508,0.38,0.55,2,158,3,0,1,0,support,low,low
9143,0.48,0.51,4,103,4,0,0,0,IT,low,medium
11144,0.89,0.97,4,147,2,0,0,0,technical,low,low
9122,0.8,0.85,4,239,3,0,0,0,technical,medium,low
13446,0.65,0.62,4,258,2,0,0,0,support,high,low
10261,0.76,0.73,4,148,2,1,0,0,hr,low,medium
726,0.45,0.46,2,153,3,1,1,0,technical,medium,low
10419,0.63,0.65,3,162,2,0,0,0,technical,low,low
8591,0.5,0.48,2,150,3,1,0,0,technical,low,low
3937,0.55,0.54,3,253,2,0,0,0,support,low,low
1340,0.1,0.96,6,275,4,0,1,0,technical,low,low
10416,0.43,0.82,4,138,5,0,0,0,technical,low,medium
6327,1.0,0.84,3,185,3,0,0,0,product_mng,medium,low
8303,0.91,0.48,3,224,3,0,0,0,technical,medium,low
3203,0.48,0.95,3,184,2,0,0,0,RandD,high,low
14069,0.53,0.64,3,168,3,0,0,0,sales,low,low
5784,0.65,0.4,2,277,2,0,0,0,technical,medium,low
128,0.09,0.82,6,250,4,0,1,0,support,low,low
14489,0.09,0.78,6,254,4,0,1,0,support,low,low
3092,0.61,0.71,4,243,3,1,0,0,technical,low,low
8291,0.76,0.97,4,219,2,0,0,0,support,medium,low
9827,0.54,0.53,3,203,2,0,0,0,support,low,low
14426,0.36,0.51,2,155,3,0,1,0,IT,low,low
12796,0.79,0.77,3,201,6,1,0,0,support,medium,medium
12166,0.43,0.55,2,129,3,0,1,0,sales,low,low
14808,0.11,0.9,6,263,4,0,1,0,IT,low,low
7641,0.71,0.77,3,149,2,0,0,0,sales,medium,low
9068,0.78,0.72,3,223,4,0,0,0,IT,low,medium
10271,0.79,0.57,4,152,3,0,0,0,technical,low,low
11428,0.64,0.55,4,215,2,0,0,0,sales,low,low
7183,0.91,0.58,3,257,3,0,0,0,marketing,medium,medium
2274,0.92,0.92,3,159,3,0,0,0,IT,low,low
6040,0.58,0.48,5,251,3,0,0,0,sales,medium,low
2383,0.15,0.8,5,151,2,1,0,0,sales,low,low
2801,0.51,0.58,2,181,4,0,0,0,support,medium,low
10588,0.81,0.64,4,213,3,0,0,0,support,medium,low
6569,0.62,0.36,2,137,4,1,0,0,marketing,medium,medium
10446,0.93,0.55,3,134,3,1,0,0,product_mng,low,low
6199,0.81,0.51,4,271,2,0,0,0,sales,low,low
6036,0.97,0.47,3,157,4,0,0,0,marketing,low,medium
9030,0.94,0.69,3,269,3,0,0,0,sales,low,low
5051,0.62,0.52,3,148,3,0,0,0,sales,medium,low
12048,0.4,0.54,2,148,3,0,1,0,support,low,low
13845,0.77,0.73,3,201,10,0,0,0,management,high,high
11051,0.51,0.56,4,198,2,1,0,0,technical,medium,low
12001,0.8,0.86,5,262,6,0,1,0,sales,medium,low
10747,0.93,0.86,4,192,4,0,0,0,IT,high,medium
3586,0.84,0.85,4,246,2,0,0,0,marketing,low,low
3504,0.89,0.66,4,235,3,0,0,0,IT,high,medium
1126,0.88,0.87,4,235,6,0,1,0,management,low,low
7179,0.7,0.5,6,214,5,0,0,0,support,medium,medium
8587,0.94,0.84,5,203,3,0,0,0,technical,low,low
8181,0.84,0.71,4,222,2,0,0,0,sales,medium,low
14769,0.43,0.55,2,136,3,0,1,0,sales,low,low
2293,0.75,0.77,4,136,3,0,0,0,management,medium,medium
9710,0.87,0.62,4,202,3,0,0,0,sales,high,low
1916,0.44,0.52,2,149,3,0,1,0,marketing,low,low
5059,0.51,0.72,4,163,4,0,0,1,sales,medium,medium
13050,0.9,0.67,2,229,4,0,0,0,sales,low,medium
7593,0.64,0.56,3,239,3,0,0,0,technical,low,low
1310,0.77,0.89,4,270,5,0,1,0,sales,medium,low
10048,0.5,0.74,4,237,2,1,0,0,support,medium,low
8282,0.78,0.64,3,169,2,1,0,0,technical,medium,low
6200,0.17,0.51,5,221,3,0,0,0,sales,low,low
4264,0.95,0.6,2,144,3,0,0,0,IT,high,low
13360,0.28,0.44,4,170,2,0,0,0,support,low,low
10529,0.51,0.98,4,171,2,0,0,0,RandD,low,low
10540,0.69,0.76,5,174,3,0,0,0,marketing,low,medium
349,0.4,0.46,2,149,3,0,1,0,technical,medium,low
7669,0.82,0.51,3,210,2,0,0,0,technical,low,low
7889,0.64,0.85,4,265,2,0,0,0,accounting,low,low
560,0.09,0.86,6,279,4,0,1,0,sales,low,low
6316,0.78,0.5,4,155,4,0,0,0,technical,low,medium
14308,0.1,0.84,6,279,4,0,1,0,sales,low,low
4723,0.49,0.58,4,213,4,1,0,0,product_mng,low,low
1849,0.45,0.53,2,159,3,0,1,0,sales,low,low
11495,0.77,0.75,3,170,7,0,0,0,sales,low,medium
4801,0.17,0.91,4,260,5,0,0,0,product_mng,low,medium
6454,0.67,0.92,5,258,3,0,0,0,technical,high,low
3981,0.7,0.78,4,254,4,0,0,0,sales,low,medium
6204,0.49,0.68,4,201,4,0,0,0,sales,medium,medium
9898,0.81,0.68,4,179,3,0,0,0,support,low,low
7809,0.43,0.44,5,213,3,0,0,0,sales,low,low
11716,0.77,0.58,4,202,3,0,0,0,sales,medium,low
8879,0.85,0.66,3,234,3,0,0,0,sales,medium,low
14229,0.45,0.51,2,160,3,1,1,1,sales,low,medium
11705,0.2,0.53,5,272,5,0,0,0,product_mng,low,medium
1344,0.39,0.57,2,150,3,0,1,0,support,low,low
5520,0.85,0.57,4,150,3,0,0,1,sales,high,medium
9862,0.75,0.93,4,195,3,0,0,0,sales,medium,low
4601,0.2,0.96,2,249,3,0,0,0,sales,low,low
2640,0.69,0.56,4,178,3,0,0,0,support,medium,low
12570,0.44,0.52,2,137,3,0,1,0,technical,medium,low
2973,0.66,0.7,4,161,3,0,0,0,RandD,low,medium
5654,0.82,0.58,2,248,6,0,0,0,management,low,high
2480,0.56,0.9,3,235,2,0,0,0,technical,medium,low
10913,0.95,0.96,3,220,3,0,0,0,RandD,low,medium
9282,0.12,0.9,3,200,3,0,0,0,support,low,low
8865,0.58,0.53,4,181,3,1,0,0,sales,low,low
1055,0.1,0.8,7,292,5,0,1,0,IT,low,low
5414,0.99,0.72,4,136,3,0,0,0,RandD,low,medium
2624,0.82,0.62,4,202,2,0,0,0,accounting,low,low
3798,0.57,0.49,4,247,2,0,0,0,management,low,high
8526,0.89,0.58,3,272,2,0,0,0,support,low,low
13190,0.97,0.63,5,258,2,0,0,0,IT,medium,low
305,0.45,0.47,2,135,3,0,1,0,RandD,medium,low
5891,0.74,0.89,4,149,2,0,0,0,sales,low,low
7340,0.67,0.95,3,229,3,0,0,0,sales,medium,low
1648,0.1,0.97,7,282,4,0,1,0,technical,low,low
4983,0.14,0.73,5,266,6,0,0,0,sales,low,medium
9229,0.83,0.91,3,251,2,0,0,0,RandD,medium,medium
4701,0.28,0.76,3,150,2,0,0,0,technical,medium,low
1488,0.1,0.96,7,288,4,0,1,0,technical,low,low
7721,0.59,0.6,3,149,4,0,0,0,sales,medium,low
9703,0.47,0.4,3,113,3,0,0,0,marketing,high,medium
2651,0.73,0.81,3,168,2,0,0,0,technical,medium,low
9451,0.96,0.58,5,178,3,0,0,0,IT,low,low
14667,0.86,0.93,5,223,5,0,1,0,RandD,medium,low
13016,0.44,0.37,2,219,2,0,0,0,technical,low,low
2989,0.44,0.9,4,117,3,0,0,0,sales,medium,low
9326,0.47,0.7,4,134,3,0,0,0,sales,low,low
1923,0.59,1.0,2,155,5,0,1,0,sales,low,low
11398,0.84,0.53,3,210,4,1,0,0,marketing,medium,medium
9364,0.82,0.81,3,149,3,0,0,0,support,low,low
